reserva_id,cliente_id,mesa_id,fecha,personas,canal
72,23423,69,2025-08-04,2,telefono
73,21772,49,2025-01-02,5,web
74,5080,146,2024-11-22,4,app
75,30561,64,2025-01-23,2,telefono
76,28938,72,2025-05-21,2,web
77,43923,20,2025-01-16,2,app
78,22699,63,2025-05-24,2,telefono
79,28021,21,2025-01-10,2,telefono
80,584,31,2025-01-25,1,web
81,27434,141,2025-09-05,2,web
82,25680,104,2025-08-26,1,app
83,44472,36,2025-07-18,1,telefono
84,20847,86,2025-05-25,6,app
85,49936,105,2025-06-13,4,telefono
86,29958,94,2024-12-30,2,app
87,48864,177,2025-08-29,3,
88,34421,56,2025-04-22,2,web
89,27198,124,2025-03-29,2,app
90,9211,123,2025-07-30,2,app
91,9878,4,2024-11-27,2,web
92,25543,142,2025-11-04,4,telefono
93,619,35,2025-08-05,2,app
94,36569,62,2025-10-03,3,web
95,12374,102,2025-07-17,2,web
96,36091,99,2025-10-19,1,telefono
97,47650,24,2025-07-02,4,
98,28673,170,2025-08-20,1,telefono
99,4152,134,2025-07-16,2,app
100,14154,103,2024-12-24,2,web
101,33429,141,2025-02-25,2,
102,30236,143,2025-10-04,4,web
103,39497,78,2025-05-25,1,telefono
104,37059,153,2025-04-24,3,telefono
105,27917,18,2024-11-06,5,app
106,11922,52,2025-02-19,2,
107,25417,116,2025-01-15,2,app
108,41746,5,2025-06-08,1,web
109,43708,113,2025-01-05,1,web
110,20009,32,2025-09-24,2,telefono
111,33367,173,2025-04-03,1,web
112,5834,78,2025-07-01,2,web
113,19576,124,2025-02-06,2,telefono
114,47021,91,2024-12-29,2,
115,38627,41,2025-01-25,1,web
116,6156,94,2025-09-06,2,
117,9102,133,2025-02-11,2,web
118,49380,36,2024-11-13,5,telefono
119,48155,32,2025-01-17,3,app
120,47693,115,2024-12-08,4,web
121,2940,171,2025-01-28,3,telefono
122,41325,53,2024-12-20,2,telefono
123,22628,94,2025-02-28,2,web
124,27077,7,2025-09-06,4,web
125,22505,69,2025-07-01,2,app
126,39283,112,2025-06-29,2,telefono
127,4148,113,2025-08-22,4,telefono
128,18124,76,2025-03-09,3,telefono
129,46339,177,2025-07-06,1,web
130,29870,106,2025-04-27,4,app
131,2038,6,2025-05-18,4,app
132,22514,36,2025-06-11,4,app
133,2321,37,2024-11-07,5,
134,15892,37,2025-07-05,2,telefono
135,21164,76,2025-06-19,4,app
136,14208,21,2025-08-08,3,web
137,13599,49,2025-07-21,6,web
138,18427,106,2025-09-28,3,web
139,5620,173,2025-06-28,3,web
140,17596,70,2025-01-12,2,
141,39201,29,2025-05-27,1,telefono
142,22835,97,2024-12-30,2,telefono
143,30817,29,2025-01-09,4,web
144,36090,13,2025-05-11,4,app
145,1399,152,2025-03-07,2,telefono
146,2945,44,2025-02-21,2,web
147,18804,57,2025-10-23,4,web
148,12043,86,2025-02-17,6,app
149,6147,151,2024-11-14,2,app
150,37620,47,2024-12-25,1,web
151,48598,148,2025-04-13,4,web
152,21883,171,2024-11-30,6,app
153,7151,24,2025-02-06,2,app
154,41433,148,2025-07-28,1,telefono
155,30495,100,2025-04-28,2,web
156,39387,147,2025-03-12,2,app
157,22438,85,2025-01-23,4,app
158,22616,151,2025-04-05,6,app
159,12615,46,2024-11-07,2,web
160,8870,39,2024-12-04,5,telefono
161,42159,85,2025-02-04,4,telefono
162,6680,82,2024-11-21,2,app
163,21877,139,2025-02-15,3,web
164,15627,51,2025-09-28,1,telefono
165,30132,126,2025-08-17,2,telefono
166,44615,148,2025-10-04,2,app
167,22074,105,2025-05-27,2,web
168,9152,40,2025-10-13,2,telefono
169,10543,51,2025-07-24,2,app
170,40279,18,2025-05-15,2,web
171,46482,12,2024-11-13,4,web
172,39654,78,2025-07-24,4,telefono
173,28389,80,2025-08-15,3,telefono
174,16012,8,2024-11-13,2,app
175,7250,77,2025-07-09,1,app
176,30443,60,2025-04-13,5,web
177,32090,170,2025-03-05,2,web
178,12881,6,2025-09-04,2,telefono
179,20451,54,2024-11-07,4,app
180,1504,33,2025-10-26,4,app
181,30378,92,2024-11-18,4,web
182,20149,12,2025-08-03,2,app
183,20645,160,2025-02-07,3,app
184,7131,152,2025-10-05,4,app
185,43300,34,2025-09-13,2,app
186,15965,125,2025-07-03,1,app
187,49488,14,2025-04-09,4,
188,13153,61,2025-08-03,2,telefono
189,14535,140,2025-06-02,2,web
190,8566,114,2025-03-16,1,app
191,15003,170,2025-02-11,4,telefono
192,42052,120,2025-06-30,2,web
193,31262,138,2025-01-19,3,app
194,33769,129,2024-11-12,2,app
195,40988,53,2025-08-19,2,telefono
196,49156,54,2024-12-31,3,web
197,13845,151,2024-12-10,1,app
198,17235,131,2024-12-17,2,web
199,19627,22,2025-01-12,3,app
200,41604,25,2025-01-23,2,web
201,13350,118,2025-06-29,4,web
202,48592,153,2025-05-06,2,telefono
203,6659,171,2024-12-18,4,web
204,13616,90,2025-04-19,4,app
205,17987,154,2025-07-29,2,web
206,39483,114,2025-04-29,3,telefono
207,45977,27,2025-02-08,2,app
208,19083,138,2025-03-19,2,app
209,12391,107,2025-09-02,2,app
210,12257,135,2025-04-17,4,web
211,35576,72,2025-10-11,2,app
212,9364,67,2024-12-26,2,web
213,31416,110,2025-08-15,2,web
214,26135,11,2025-09-11,4,web
215,15573,177,2025-10-22,2,web
216,46538,26,2025-05-29,2,app
217,44525,8,2025-02-08,2,app
218,13527,84,2025-07-25,2,telefono
219,49343,160,2025-08-04,2,telefono
220,5695,178,2025-01-04,4,web
221,12455,27,2025-02-20,2,app
222,22212,138,2024-11-27,5,app
223,43217,99,2025-06-26,4,telefono
224,6514,87,2025-03-21,2,telefono
225,27022,27,2025-10-11,2,web
226,22819,147,2025-11-03,1,web
227,47414,175,2024-12-27,2,telefono
228,42358,107,2025-10-20,3,telefono
229,2047,8,2025-04-13,4,app
230,37935,146,2025-03-17,3,telefono
231,32716,45,2025-09-25,1,telefono
232,16025,139,2024-12-07,3,telefono
233,18842,59,2025-06-09,2,telefono
234,13153,102,2025-03-19,3,
235,14699,97,2025-10-16,2,app
236,34443,31,2025-01-01,2,app
237,27725,180,2025-02-16,2,web
238,12532,11,2025-08-07,1,web
239,7918,135,2025-06-03,3,app
240,48593,131,2025-03-25,2,app
241,4488,149,2024-11-30,2,app
242,24330,130,2025-05-12,2,web
243,16794,43,2025-09-13,4,app
244,24767,135,2025-04-12,2,app
245,3837,135,2025-06-21,2,web
246,48266,165,2025-10-30,2,
247,26419,175,2025-09-05,1,telefono
248,9230,29,2025-02-05,2,
249,12708,37,2025-01-21,3,telefono
250,46781,156,2024-12-13,4,app
251,15454,60,2025-05-08,4,web
252,43480,77,2025-04-26,4,web
253,4105,61,2025-04-19,3,app
254,14809,20,2025-01-09,6,web
255,44158,89,2025-08-13,2,web
256,19598,167,2024-12-08,2,telefono
257,16315,145,2025-01-20,1,app
258,36206,140,2025-01-05,2,web
259,28719,2,2025-02-23,6,app
260,19451,46,2025-09-06,3,app
261,34262,62,2025-02-27,2,telefono
262,46181,2,2025-06-03,2,telefono
263,48062,118,2025-08-11,2,telefono
264,33315,12,2025-10-25,5,web
265,27513,107,2025-02-19,2,app
266,25953,140,2025-04-26,2,
267,19058,133,2024-12-01,2,web
268,47323,89,2024-11-29,1,web
269,2574,96,2025-09-30,2,app
270,2437,98,2025-05-29,2,telefono
271,33164,10,2025-09-10,4,app
272,25227,1,2025-05-13,3,telefono
273,47452,160,2025-02-17,3,telefono
274,30638,46,2024-12-15,5,app
275,45624,56,2025-01-23,2,web
276,40558,45,2025-04-27,2,app
277,36166,155,2025-02-17,4,app
278,40431,153,2025-04-21,3,app
279,17753,161,2025-04-16,1,web
280,37616,34,2025-07-12,5,app
281,13675,6,2024-12-11,2,app
282,28643,143,2025-08-09,1,telefono
283,18320,89,2025-04-30,2,web
284,18709,133,2025-10-11,4,web
285,35873,45,2025-03-31,2,app
286,27440,13,2025-05-18,2,web
287,39409,119,2025-03-15,1,web
288,25575,144,2025-03-24,4,telefono
289,28160,67,2025-01-18,2,telefono
290,13421,171,2025-09-06,2,app
291,7206,76,2025-07-02,2,app
292,10893,127,2025-01-13,1,web
293,35348,160,2025-05-09,4,telefono
294,13433,133,2025-07-28,2,web
295,47572,135,2025-05-08,2,telefono
296,17823,109,2024-12-07,3,web
297,23347,92,2025-01-21,4,telefono
298,49767,137,2025-08-02,4,telefono
299,4577,139,2024-11-23,1,app
300,47700,79,2024-11-24,4,telefono
301,25263,143,2025-03-10,2,telefono
302,28548,138,2025-05-14,5,web
303,15905,153,2025-08-09,2,app
304,33996,86,2025-02-07,4,app
305,29071,153,2025-02-21,2,app
306,30094,51,2025-05-26,3,telefono
307,43310,5,2024-11-17,2,telefono
308,18692,85,2025-05-07,1,
309,29031,7,2025-01-11,2,telefono
310,25784,28,2025-07-02,6,app
311,1241,114,2025-10-28,3,app
312,25956,127,2025-09-01,4,web
313,48367,159,2024-12-03,4,telefono
314,23856,42,2025-08-26,5,app
315,28770,27,2025-09-18,4,app
316,47062,18,2025-07-17,2,web
317,32242,12,2025-09-19,3,web
318,49023,61,2025-01-29,3,app
319,27503,139,2025-10-30,2,telefono
320,45217,178,2025-05-31,3,telefono
321,41724,20,2025-08-09,2,app
322,30485,117,2024-12-02,6,app
323,47833,114,2025-01-29,2,app
324,33,31,2025-09-04,2,web
325,16976,55,2025-07-22,4,telefono
326,20381,70,2025-07-10,2,telefono
327,21119,174,2025-10-18,2,web
328,37752,123,2025-10-14,2,app
329,15185,101,2025-10-12,4,telefono
330,34833,172,2025-08-15,6,app
331,28521,100,2025-07-08,3,web
332,5626,175,2025-01-08,2,telefono
333,25676,34,2025-09-21,3,app
334,19695,27,2025-01-22,5,app
335,49816,94,2024-11-26,5,app
336,3247,173,2025-06-02,2,telefono
337,45141,82,2025-07-13,2,telefono
338,43970,178,2025-05-06,1,web
339,1843,127,2024-12-11,2,telefono
340,40324,88,2024-12-05,3,web
341,4253,146,2025-04-18,4,telefono
342,16369,15,2025-10-05,2,
343,16428,43,2025-03-08,2,app
344,27227,22,2025-05-12,3,telefono
345,24584,101,2025-05-07,2,
346,46535,126,2025-07-08,3,app
347,29843,124,2025-06-12,2,telefono
348,36739,156,2025-08-15,3,web
349,46068,159,2025-10-07,3,web
350,16628,38,2025-04-09,3,web
351,8425,157,2025-07-15,1,
352,28063,79,2025-10-31,3,telefono
353,4286,48,2025-08-08,6,telefono
354,46594,153,2025-06-17,3,telefono
355,6744,57,2025-05-21,2,app
356,701,147,2025-02-21,2,app
357,39437,116,2025-04-22,2,app
358,17967,157,2025-04-27,3,
359,369,20,2025-04-19,3,web
360,35253,81,2025-03-19,6,web
361,41063,74,2024-12-20,4,app
362,45786,41,2025-09-16,4,telefono
363,33433,60,2024-12-27,2,app
364,49729,69,2025-02-15,3,telefono
365,33293,77,2024-12-30,2,app
366,10725,157,2025-09-23,2,web
367,46331,70,2025-10-28,2,app
368,43076,168,2025-09-03,3,app
369,45202,116,2025-02-03,2,telefono
370,12893,11,2025-03-09,5,app
371,23668,55,2025-02-04,3,app
372,46006,157,2025-07-01,3,app
373,24178,149,2025-07-26,3,app
374,40557,50,2025-09-28,2,web
375,28492,168,2025-04-03,3,web
376,33826,28,2025-08-04,5,web
377,48459,6,2025-05-13,2,
378,36946,90,2025-10-18,2,app
379,5142,13,2024-12-04,2,telefono
380,6515,136,2025-08-23,4,web
381,28789,77,2025-10-03,6,telefono
382,41386,65,2025-02-10,2,web
383,44143,170,2025-07-10,1,telefono
384,42850,136,2024-11-22,2,web
385,28536,100,2024-12-05,1,app
386,22443,151,2025-08-15,2,telefono
387,9895,150,2025-08-06,4,telefono
388,48566,129,2025-10-02,2,app
389,3426,112,2025-09-10,2,app
390,32643,38,2025-06-26,4,telefono
391,38585,94,2025-08-16,4,
392,28531,73,2025-05-21,6,app
393,127,138,2024-11-08,5,telefono
394,40944,99,2025-08-29,4,web
395,16120,123,2025-06-11,2,telefono
396,39166,93,2025-07-12,1,web
397,5539,103,2025-02-05,4,web
398,28884,141,2025-03-09,2,telefono
399,6532,68,2025-10-01,2,web
400,41016,159,2025-05-02,4,telefono
401,3095,117,2025-07-03,2,telefono
402,4254,10,2025-09-27,2,
403,12521,146,2025-07-19,3,web
404,13553,92,2025-03-31,5,
405,39978,141,2024-12-02,4,app
406,36616,60,2025-09-06,2,app
407,27296,39,2025-07-19,1,telefono
408,4966,74,2025-08-23,6,app
409,24538,47,2025-03-14,2,web
410,30504,61,2025-05-06,4,web
411,987,128,2025-08-01,4,telefono
412,35433,98,2025-03-29,2,telefono
413,20314,101,2025-03-08,2,web
414,26845,64,2025-07-30,5,telefono
415,25986,173,2025-06-04,2,web
416,14886,14,2025-03-04,4,app
417,14257,116,2024-11-20,3,web
418,32363,64,2025-10-11,4,telefono
419,48837,96,2024-12-30,1,app
420,14375,77,2025-07-31,3,telefono
421,43020,142,2025-04-25,4,web
422,27383,20,2025-04-24,6,app
423,28035,148,2025-04-13,2,app
424,39337,40,2025-09-21,3,telefono
425,47143,90,2025-08-08,5,web
426,7931,68,2025-07-12,4,web
427,17477,104,2025-03-03,2,telefono
428,189,159,2025-01-15,4,web
429,46778,175,2025-01-08,3,telefono
430,45033,153,2025-04-28,3,
431,38750,158,2025-01-16,4,app
432,23193,24,2025-08-15,4,app
433,7358,5,2025-05-07,2,telefono
434,18707,105,2025-04-23,4,telefono
435,38045,154,2025-04-21,3,app
436,42884,19,2024-11-10,1,telefono
437,8425,62,2024-12-05,4,app
438,47947,95,2025-02-10,2,web
439,40128,22,2025-05-20,3,web
440,18396,67,2025-01-28,2,web
441,9329,61,2025-07-12,2,app
442,43478,148,2025-11-05,4,telefono
443,35785,129,2025-09-15,1,telefono
444,48341,58,2025-07-08,2,app
445,4622,16,2025-05-13,2,telefono
446,28041,58,2025-03-21,3,web
447,38917,11,2025-05-08,3,web
448,21691,174,2025-04-12,2,app
449,9104,114,2025-04-28,4,app
450,46544,153,2025-01-13,6,app
451,11952,52,2025-04-11,2,telefono
452,41161,20,2025-02-07,4,telefono
453,17906,166,2025-03-11,2,app
454,48678,60,2025-03-09,4,
455,29849,31,2025-05-06,4,
456,34955,89,2024-11-16,2,app
457,907,45,2025-03-03,4,web
458,14875,79,2025-05-31,2,app
459,7184,1,2025-08-17,2,telefono
460,6616,139,2025-06-18,2,app
461,45753,168,2025-07-29,3,app
462,5341,169,2025-10-13,3,web
463,48094,179,2025-09-10,4,app
464,12799,71,2025-04-23,2,telefono
465,26145,50,2025-04-18,4,app
466,44968,56,2025-07-29,2,telefono
467,13243,37,2025-09-28,5,web
468,32562,169,2024-11-20,4,web
469,20436,24,2025-01-16,1,app
470,18368,30,2025-03-05,3,telefono
471,48321,100,2024-11-25,4,web
472,38961,148,2025-01-08,2,telefono
473,2252,27,2025-04-08,2,app
474,39134,129,2025-07-05,2,web
475,13145,6,2025-03-11,4,app
476,32437,138,2025-07-15,1,telefono
477,235,158,2025-03-17,2,web
478,19955,57,2024-12-12,4,telefono
479,4624,165,2025-02-17,1,web
480,37540,149,2024-11-29,4,telefono
481,41169,56,2024-12-20,2,app
482,7003,134,2024-11-15,2,telefono
483,18394,8,2025-04-15,2,app
484,10894,71,2025-02-25,5,web
485,19451,86,2025-04-20,4,app
486,47674,137,2025-09-26,2,telefono
487,26198,144,2025-02-11,2,
488,16525,126,2025-02-16,2,telefono
489,26910,26,2025-08-04,2,web
490,4954,111,2025-08-11,1,app
491,8479,111,2025-04-14,6,telefono
492,36625,131,2025-09-27,2,telefono
493,41202,155,2025-03-23,4,telefono
494,41636,69,2025-04-17,2,web
495,26951,8,2025-03-23,2,
496,12239,48,2024-12-17,4,web
497,11991,27,2025-08-03,2,telefono
498,11940,146,2025-04-27,2,app
499,37316,40,2024-12-27,3,app
500,21322,63,2025-10-22,1,web
501,22457,144,2025-09-20,1,web
502,6538,121,2025-02-05,4,telefono
503,15644,80,2025-09-28,2,telefono
504,49492,59,2025-08-25,2,app
505,16968,117,2025-07-14,2,web
506,29179,8,2025-01-27,2,app
507,1821,121,2025-11-01,4,app
508,18661,84,2025-01-03,2,web
509,25316,106,2025-06-22,6,web
510,17827,75,2025-05-15,2,telefono
511,9209,132,2025-01-08,2,telefono
512,2135,60,2025-05-12,4,telefono
513,2809,80,2025-05-15,4,web
514,34329,83,2024-11-13,4,web
515,35650,7,2025-01-28,3,app
516,11724,93,2025-04-28,4,web
517,47883,54,2025-03-24,2,web
518,28381,77,2025-11-04,2,telefono
519,13520,43,2024-12-05,3,web
520,37236,22,2025-01-16,1,app
521,6748,3,2025-10-30,2,telefono
522,36677,132,2025-09-20,2,telefono
523,4759,168,2025-08-04,5,web
524,17684,11,2025-08-20,3,app
525,5411,18,2025-10-21,4,app
526,23319,76,2025-03-02,2,
527,25610,86,2025-05-05,4,web
528,45664,15,2025-04-02,2,
529,21708,148,2025-01-02,4,app
530,5786,146,2025-03-26,6,web
531,27538,83,2025-02-22,2,telefono
532,29260,10,2025-01-03,3,web
533,33035,141,2025-05-17,5,app
534,3640,178,2025-02-22,4,web
535,34025,26,2025-07-27,5,app
536,46174,123,2025-02-20,3,app
537,16359,105,2025-03-12,2,app
538,31282,54,2024-11-24,2,telefono
539,40698,93,2025-04-14,2,web
540,11429,12,2025-05-17,2,telefono
541,33141,38,2025-01-19,2,app
542,5802,179,2025-08-08,2,app
543,28229,68,2025-05-22,3,telefono
544,17153,71,2025-06-06,1,web
545,43412,12,2025-01-30,2,web
546,26595,162,2025-01-17,3,web
547,5916,51,2025-08-05,4,app
548,49565,76,2025-02-12,2,telefono
549,37664,131,2025-02-15,3,app
550,23503,5,2025-02-15,2,app
551,21306,162,2025-08-17,4,web
552,38517,64,2025-07-26,2,app
553,13604,106,2024-12-31,2,telefono
554,21168,92,2025-05-18,2,
555,30866,6,2025-04-29,4,telefono
556,40957,35,2024-11-09,4,telefono
557,18708,67,2024-11-28,2,telefono
558,2007,159,2025-07-20,2,telefono
559,42621,23,2025-10-30,5,telefono
560,15012,112,2024-11-17,2,telefono
561,2205,117,2025-06-17,2,telefono
562,15291,80,2025-05-31,2,web
563,21921,17,2025-05-04,1,app
564,32870,158,2025-05-09,2,web
565,15752,6,2025-05-22,2,app
566,42264,180,2025-06-09,1,
567,32314,142,2025-08-04,2,web
568,22408,72,2025-05-24,2,telefono
569,39627,78,2025-05-15,4,app
570,40143,46,2025-02-13,4,web
571,26534,66,2024-12-02,4,app
572,20124,27,2025-07-09,2,web
573,33430,90,2024-12-10,2,web
574,36646,180,2025-08-09,2,app
575,5432,50,2024-12-06,4,web
576,442,103,2024-12-28,4,app
577,746,53,2025-04-20,2,telefono
578,18893,175,2025-05-05,4,telefono
579,47100,141,2024-11-24,2,app
580,25567,95,2025-03-06,1,web
581,20627,88,2024-11-21,2,telefono
582,25039,56,2025-06-22,6,web
583,36371,74,2025-09-11,1,app
584,10998,87,2025-08-20,3,telefono
585,38989,33,2025-01-02,4,web
586,20158,120,2025-05-19,1,web
587,34170,27,2025-01-15,2,app
588,31148,100,2025-09-08,5,telefono
589,49662,11,2024-11-27,2,app
590,3100,131,2024-12-02,2,telefono
591,28191,147,2025-06-28,2,web
592,5786,17,2024-12-24,5,app
593,14216,165,2025-03-23,4,web
594,5956,92,2025-04-19,2,app
595,7306,48,2025-10-19,4,app
596,39312,169,2025-03-12,3,web
597,6643,114,2025-08-28,4,telefono
598,44065,106,2025-05-31,4,telefono
599,40636,165,2025-07-23,2,web
600,8230,153,2025-05-24,1,app
601,13280,115,2025-05-29,4,telefono
602,21325,57,2025-07-29,2,web
603,2090,150,2025-08-06,1,web
604,37134,57,2024-11-20,1,web
605,15049,28,2025-04-28,4,app
606,34760,24,2025-08-14,2,
607,30236,102,2024-12-13,5,web
608,21477,104,2025-06-11,2,web
609,33168,160,2025-04-01,2,telefono
610,24953,72,2024-11-10,2,app
611,17610,60,2025-09-12,1,telefono
612,32782,144,2025-06-06,2,app
613,16574,113,2024-12-25,2,telefono
614,48515,133,2025-07-14,2,telefono
615,12659,84,2025-07-05,3,telefono
616,8579,128,2025-09-26,4,web
617,42496,91,2025-05-05,2,app
618,4535,8,2025-02-26,3,telefono
619,19198,13,2025-01-25,3,app
620,15340,3,2025-08-14,2,telefono
621,34492,73,2024-11-11,4,telefono
622,1711,173,2024-11-26,4,web
623,15883,38,2024-12-23,2,telefono
624,35495,95,2025-02-12,4,app
625,41758,11,2024-12-12,4,telefono
626,9139,5,2025-07-21,4,telefono
627,4903,166,2025-07-04,1,
628,16211,36,2025-01-14,4,web
629,21441,13,2025-07-29,4,telefono
630,10230,77,2025-06-18,4,web
631,4846,17,2025-07-24,4,app
632,2149,66,2025-10-30,2,app
633,16159,86,2025-05-16,2,web
634,28707,57,2025-08-24,4,app
635,23585,22,2025-03-16,2,web
636,18114,130,2025-06-02,4,app
637,49511,18,2025-07-31,2,telefono
638,45565,149,2025-07-23,3,app
639,30078,105,2025-04-03,5,web
640,12890,138,2025-08-06,2,app
641,38613,180,2025-08-03,4,telefono
642,38127,177,2025-06-13,1,web
643,527,14,2025-08-30,2,telefono
644,1662,145,2025-06-15,2,telefono
645,28746,36,2025-02-12,2,web
646,31176,52,2025-10-27,2,app
647,5498,28,2025-05-14,4,web
648,6729,70,2025-11-05,2,
649,3051,162,2025-01-09,2,app
650,41913,179,2025-11-02,3,telefono
651,43619,129,2025-10-12,2,telefono
652,15407,71,2025-09-02,3,web
653,46247,94,2025-03-28,2,web
654,22350,49,2025-10-12,6,app
655,18095,26,2025-04-16,4,app
656,41583,146,2024-12-16,2,telefono
657,34670,42,2025-09-27,2,
658,38110,93,2025-01-07,2,app
659,40565,119,2025-02-22,6,telefono
660,24552,9,2025-03-11,4,telefono
661,16352,114,2025-01-30,2,web
662,20080,103,2024-11-09,2,app
663,41052,5,2025-04-08,1,telefono
664,12459,140,2024-11-17,2,app
665,2456,157,2025-10-13,4,
666,7333,119,2025-01-13,3,web
667,33562,37,2024-12-13,3,telefono
668,42302,152,2024-12-11,3,web
669,15983,124,2025-10-17,2,web
670,22393,72,2025-06-02,4,app
671,39134,110,2025-07-25,2,telefono
672,19192,141,2025-03-31,2,web
673,10838,47,2025-06-25,3,app
674,3627,166,2025-02-05,4,telefono
675,12204,82,2025-02-28,6,
676,2019,69,2025-06-23,2,web
677,14393,7,2025-06-17,2,telefono
678,49513,160,2025-04-30,2,web
679,48921,52,2024-12-02,2,web
680,19228,97,2025-03-20,4,app
681,14523,137,2025-05-24,2,telefono
682,21321,42,2025-02-19,3,telefono
683,42152,26,2025-10-18,2,telefono
684,40891,84,2025-04-27,4,telefono
685,42436,17,2025-08-12,4,telefono
686,26705,142,2025-01-30,2,
687,39939,145,2025-08-30,1,app
688,48452,104,2025-10-27,1,app
689,40408,136,2025-07-22,6,web
690,8623,34,2025-05-27,3,web
691,28305,6,2025-07-17,2,telefono
692,18149,131,2025-06-27,2,telefono
693,5153,46,2025-02-11,1,app
694,15420,14,2025-02-12,2,telefono
695,19303,141,2025-07-22,2,web
696,14940,156,2025-04-24,1,telefono
697,7265,101,2025-06-05,3,telefono
698,30202,155,2024-11-06,2,web
699,25002,6,2025-09-26,2,app
700,13983,100,2025-07-26,6,app
701,26672,3,2025-10-06,4,
702,45476,79,2024-12-30,2,app
703,48061,36,2024-11-26,2,
704,19615,128,2024-12-29,2,telefono
705,22184,65,2025-01-08,1,app
706,45028,100,2025-09-28,4,app
707,11340,77,2025-04-20,1,web
708,46535,104,2025-07-12,5,telefono
709,34147,163,2025-02-13,3,web
710,798,2,2025-10-08,4,telefono
711,7169,55,2025-01-23,3,app
712,19698,59,2025-04-18,2,web
713,31669,137,2025-08-03,3,app
714,3430,152,2025-08-21,2,telefono
715,31358,20,2025-07-01,4,telefono
716,20923,179,2025-07-03,2,telefono
717,197,11,2025-01-23,2,app
718,7045,131,2025-06-27,2,telefono
719,2020,124,2025-01-21,2,app
720,39590,117,2025-08-26,2,
721,40379,114,2025-01-26,2,
722,49216,87,2025-07-05,2,web
723,31230,37,2025-10-30,2,app
724,27791,81,2025-10-30,2,telefono
725,40451,109,2025-05-13,6,telefono
726,31419,53,2025-03-20,5,telefono
727,457,63,2025-08-10,6,telefono
728,34206,56,2025-07-08,2,app
729,30277,69,2025-06-01,2,app
730,2330,107,2024-11-15,5,web
731,17766,59,2025-08-07,2,web
732,41750,17,2025-08-18,2,telefono
733,24364,50,2025-10-14,1,web
734,41209,84,2025-09-13,4,telefono
735,30120,74,2025-07-05,6,web
736,24511,130,2024-11-18,3,app
737,28286,31,2025-08-03,1,app
738,16277,107,2025-10-07,4,
739,40516,16,2025-02-10,4,telefono
740,41593,8,2024-11-07,4,app
741,18396,97,2024-12-22,2,web
742,32493,81,2024-11-26,2,app
743,23858,127,2024-12-14,2,app
744,24085,74,2025-07-26,2,
745,41880,89,2025-05-24,2,web
746,32117,119,2024-12-08,3,app
747,33314,30,2025-08-25,5,web
748,25296,22,2025-07-11,4,web
749,32300,27,2025-05-19,4,web
750,14466,173,2025-10-05,6,
751,21415,77,2025-03-01,2,web
